COURSE,SEQ,CATALOG_TITLE,INSTR_TYPE,DAYS,START_TIME,END_TIME,ROOM_CAP,NUM_REGISTERED
ELEC 3908,B1,Physical Electronics,LAB,R,1135,1425,57,0
ELEC 3909,A,Electromagnetic Waves,LEC,TR,1605,1725,236,0
ELEC 3909,L1O,Electromagnetic Waves,LAB,W,1435,1725,52,0
ELEC 3909,L2E,Electromagnetic Waves,LAB,M,835,1125,42,0
ELEC 3909,L3O,Electromagnetic Waves,LAB,F,1435,1725,47,0
ELEC 3909,L4E,Electromagnetic Waves,LAB,W,1435,1725,52,0
ELEC 3909,L5E,Electromagnetic Waves,LAB,F,1435,1725,63,0
ELEC 3999,A,Co-op Work Term,WRK,,,,,0
ELEC 4504,A,Avionics Systems,LEC,W,1805,2055,36,0
ELEC 4509,A,Communication Links,LEC,WF,1435,1555,54,0
ELEC 4509,A1O,Communication Links,LAB,M,1435,1725,63,0
ELEC 4600,A,Radar and Navigation,LEC,WF,1605,1725,58,0
ELEC 4609,A,Integr Circuit Design & Fab,LEC,MW,1135,1255,51,0
ELEC 4609,A1O,Integr Circuit Design & Fab,LAB,R,1435,1725,30,0
ELEC 4609,A2E,Integr Circuit Design & Fab,LAB,F,835,1125,30,0
ELEC 4700,A,Modelling of Integrated Device,LEC,TR,1005,1125,25,0
ELEC 4702,A,Fiber Optic Communications,LEC,TR,1305,1425,15,0
ELEC 4702,A1O,Fiber Optic Communications,LAB,F,835,1125,30,0
ELEC 4702,A2O,Fiber Optic Communications,LAB,T,835,1125,30,0
ELEC 4703,A,Solar Cells,LEC,MW,1305,1425,40,0
ELEC 4703,L1O,Solar Cells,LAB,M,835,1125,28,0
ELEC 4703,L2E,Solar Cells,LAB,M,835,1125,28,0
ELEC 4706,A,Digital Integrated Electronics,LEC,WF,1435,1525,40,0
ELEC 4706,A1,Digital Integrated Electronics,LAB,F,1135,1425,28,0
ELEC 4706,A2,Digital Integrated Electronics,LAB,M,1435,1725,28,0
ELEC 4707,A,Analog Integrated Electronics,LEC,WF,1605,1725,36,0
ELEC 4707,A1E,Analog Integrated Electronics,LAB,R,835,1125,28,0
ELEC 4707,A2E,Analog Integrated Electronics,LAB,R,1435,1725,19,0
ELEC 4907,A,Engineering Project,LEC,,,,,0
ELEC 4908,A,Engineering Project,LEC,,,,,0
ENGL 1000,A,"Literature, Genre, Context",LEC,M,835,1025,78,0
ENGL 1000,A1,"Literature, Genre, Context",GRP,M,1535,1625,39,0
ENGL 1000,A2,"Literature, Genre, Context",GRP,M,1635,1725,39,0
ENGL 1000,B,"Literature, Genre, Context",LEC,TR,1135,1255,66,0
ENGL 1000,C,"Literature, Genre, Context",LEC,TR,1305,1425,79,0
ENGL 1000,D,"Literature, Genre, Context",LEC,WF,1605,1725,78,0
ENGL 1000,E,"Literature, Genre, Context",LEC,WF,1435,1555,58,0
ENGL 1000,F,"Literature, Genre, Context",LEC,T,1805,2055,98,0
ENGL 1000,G,"Literature, Genre, Context",LEC,WF,1135,1255,58,0
ENGL 1000,H,"Literature, Genre, Context",LEC,WF,1005,1125,66,0
ENGL 1000,I,"Literature, Genre, Context",LEC,TR,1435,1555,63,0
ENGL 1000,J,"Literature, Genre, Context",LEC,,,,,0
ENGL 1000,K,"Literature, Genre, Context",LEC,,,,,0
ENGL 1000,L,"Literature, Genre, Context",LEC,TR,835,955,78,0
ENGL 1010,A,Essay Writing,LEC,,,,,0
ENGL 2005,B,Theory and Criticism,LEC,M,1435,1725,78,0
ENGL 2007,A,Classical Mythology,LEC,WF,1435,1555,236,0
ENGL 2011,B,Children's Literature,LEC,TR,1605,1725,96,0
ENGL 2100,B,Topics in Popular Culture,LEC,WF,1605,1725,120,0
ENGL 2102,A,Comedy and Satire,LEC,MW,1135,1255,66,0
ENGL 2103,B,Introduction to the Novel,LEC,MW,1005,1125,58,0
ENGL 2107,B,Science Fiction,LEC,TR,1305,1425,66,0
ENGL 2109,A,"Gender, Sexuality & Literature",LEC,MW,1435,1555,71,0
ENGL 2300,A,British Literatures I,LEC,TR,1005,1125,79,0
ENGL 2300,B,British Literatures I,LEC,R,1805,2055,67,0
ENGL 2300,C,British Literatures I,LEC,MW,1135,1255,67,0
ENGL 2300,D,British Literatures I,LEC,TR,1135,1255,58,0
ENGL 2608,A,History of World Cinema,FLM,M,1135,1425,75,0
ENGL 2608,A01,History of World Cinema,GRP,W,935,1025,27,0
ENGL 2608,A02,History of World Cinema,GRP,T,935,1025,27,0
ENGL 2608,A03,History of World Cinema,GRP,T,1035,1125,32,0
ENGL 2608,A04,History of World Cinema,GRP,T,835,925,27,0
ENGL 2701,A,American Literatures II,LEC,TR,835,955,79,0
ENGL 2701,B,American Literatures II,LEC,TR,1605,1725,56,0
ENGL 2802,A,Canadian Literatures,LEC,TR,1135,1255,67,0
ENGL 2802,B,Canadian Literatures,LEC,TR,1605,1725,78,0
ENGL 2802,C,Canadian Literatures,LEC,W,1805,2055,84,0
ENGL 2900,B,Literature of the Self,LEC,MW,1135,1255,96,0
ENGL 2901,A,Poetry Workshop,WKS,M,1435,1725,47,0
ENGL 2957,A,Literatures of the Americas II,LEC,MW,835,955,63,0
ENGL 3009,A,Studies in Roman Literature,LEC,W,1435,1725,58,0
ENGL 3202,A,Chaucer,LEC,TR,835,955,47,0
ENGL 3304,A,Shakespearean Drama,LEC,TR,1305,1425,79,0
ENGL 3502,A,British Literatures II,LEC,TR,1005,1125,66,0
ENGL 3502,B,British Literatures II,LEC,TR,1135,1255,55,0
ENGL 3502,C,British Literatures II,LEC,MW,1135,1255,55,0
ENGL 3601,A,20th-Century Poetry,LEC,W,1135,1425,54,0
ENGL 3603,B,20th-Century Fiction,LEC,MW,1605,1725,55,0
ENGL 3702,A,American Culture,LEC,W,1435,1725,63,0
ENGL 3805,A,Liter&Cultur in Russia&Eurasia,LEC,T,1435,1725,35,0
ENGL 3901,A,Intermediate Poetry Workshop,WKS,R,1435,1725,27,0
ENGL 3903,A,Intermediate Fiction Workshop,WKS,T,1435,1725,42,0
ENGL 3904,A,Intermediate Drama Workshop,WKS,M,1135,1425,27,0
ENGL 3904,B,Intermediate Drama Workshop,WKS,M,1435,1725,19,0
ENGL 3908,A,Res & Theory in Acad Writing,LEC,TR,1305,1425,47,0
ENGL 3940,A,Studies in Diaspora Lit,LEC,T,1435,1725,66,0
ENGL 3999,A,Co-operative Work Term,WRK,,,,,0
ENGL 4003,A,Studies in the Novel,SEM,M,1435,1725,18,0
ENGL 4105,A,Old English,SEM,TR,1005,1125,18,0
ENGL 4401,A,Studies in 18th Century Lit,SEM,M,1135,1425,18,0
ENGL 4550,A,Studies in Victorian Lit I,SEM,F,835,1125,39,0
ENGL 4708,B,Studies in American Lit I,SEM,W,1435,1725,18,0
ENGL 4806,B,Studies in Canadian Lit. I,SEM,W,1135,1425,40,0
ENGL 4908,A,Independent Study,IND,,,,,0
ENGL 4908,B,Independent Study,IND,,,,,0
ENGL 4908,C,Independent Study,IND,,,,,0
ENGL 4960,A,Indigenous Literatures I,SEM,R,1435,1725,15,0
ENGL 4976,A,Issues in Postcolonial Lit.,LEC,T,1805,2055,15,0
ENSC 2001,A,Earth Rsrcs&Natur Haz.Env Impc,LEC,M,1435,1725,96,0
ENSC 2002,A,Environmental Methods&Analysis,LEC,T,1805,2055,51,0
ENSC 3001,A,Professional Prac Enviro Scien,LEC,W,1805,2055,63,0
ENSC 3906,A,Rsrch Techniq&Project Planning,WKS,R,1735,2025,42,0
ENSC 3999,A,Co-op Work Term,WRK,,,,,0
ENSC 4001,A,Environmental Sci. Practicum,PRC,,,,,0
ENSC 4700,A,Topics in Environmental Sci.,LEC,M,1735,2025,21,0
ENSC 4906,A,Honours Research Project,REP,F,835,925,36,0
ENST 1001,A,Intro. Environmental Studies,LEC,M,1435,1625,98,0
ENST 1001,A01,Intro. Environmental Studies,TUT,F,935,1125,25,0
ENST 1001,A02,Intro. Environmental Studies,TUT,W,835,1025,29,0
ENST 1001,A03,Intro. Environmental Studies,TUT,W,1535,1725,21,0
ENST 1001,A04,Intro. Environmental Studies,TUT,W,1435,1625,30,0
ENST 1020,B,"People, Places & Environments",LEC,M,1805,1955,236,0
ENST 1020,B01,"People, Places & Environments",TUT,T,1905,1955,33,0
ENST 1020,B02,"People, Places & Environments",TUT,T,1805,1855,33,0
ENST 1020,B03,"People, Places & Environments",TUT,T,1135,1225,33,0
ENST 1020,B04,"People, Places & Environments",TUT,T,1635,1725,33,0
ENST 1020,B05,"People, Places & Environments",TUT,T,1235,1325,33,0
ENST 1020,B06,"People, Places & Environments",TUT,T,1035,1125,33,0
ENST 1020,B07,"People, Places & Environments",TUT,T,1335,1425,33,0
ENST 1020,B08,"People, Places & Environments",TUT,T,935,1025,33,0
ENST 1020,B09,"People, Places & Environments",TUT,T,835,925,33,0
ENST 2001,A,Sustainable Futures,LEC,T,1435,1725,96,0
ENST 2006,A,Intro Quantitative Research,LEC,F,1135,1325,134,0
ENST 2006,A01,Intro Quantitative Research,LAB,F,1435,1625,32,0
ENST 2006,A02,Intro Quantitative Research,LAB,T,1135,1325,32,0
ENST 2006,A03,Intro Quantitative Research,LAB,M,1435,1625,32,0
ENST 2006,A04,Intro Quantitative Research,LAB,M,1135,1325,32,0
ENST 3000,A,Colloquium,LEC,T,1135,1425,56,0
ENST 4001,B,Practicum I,PRC,,,,,0
ENST 4002,B,Practicum II,PRC,,,,,0
ENST 4005,B,Dir. Stud. in Environ. Studies,DIR,,,,,0
ENST 4006,A,Environmental Policy Analysis,SEM,T,835,1125,29,0
ENST 4400,B,Field Studies,DIR,,,,,0
ENST 4906,A,Honours Research Project,RES,,,,,0
ENST 4907,A,Honours Research Essay,RES,,,,,0
ENST 4907,B,Honours Research Essay,RES,,,,,0
ENST 4907,C,Honours Research Essay,RES,,,,,0
ENVE 1001,A,Architecture & the Environment,LEC,R,835,1125,75,0
ENVE 2001,A,Process Analysis,LEC,TR,1135,1225,120,0
ENVE 2001,A1,Process Analysis,LAB,F,1435,1725,42,0
ENVE 2001,A2,Process Analysis,LAB,F,1435,1725,39,0
ENVE 2001,A3,Process Analysis,LAB,R,1435,1725,58,0
ENVE 2001,A4,Process Analysis,LAB,R,1435,1725,79,0
ENVE 2002,A,Microbiology,LEC,MW,835,955,387,0
ENVE 3001,A,Envir Eng Unit Operations,LEC,TR,1305,1425,48,0
ENVE 3001,A1O,Envir Eng Unit Operations,LAB,F,1135,1425,20,0
ENVE 3001,A2O,Envir Eng Unit Operations,LAB,W,1435,1725,20,0
ENVE 3001,A3E,Envir Eng Unit Operations,LAB,,,,,0
ENVE 3001,ATU,Envir Eng Unit Operations,TUT,W,1135,1225,78,0
ENVE 3004,A,Contaminant Transport,LEC,MW,1005,1125,52,0
ENVE 3004,A1,Contaminant Transport,TUT,M,1435,1525,52,0
ENVE 3999,A,Co-op Work Term,WRK,,,,,0
ENVE 4104,A,Envir Planning & Impact Assess,LEC,R,1335,1725,71,0
ENVE 4104,A1,Envir Planning & Impact Assess,LAB,R,1735,1855,71,0
ENVE 4105,A,Green Building Design,LEC,T,835,1125,96,0
ENVE 4105,A1O,Green Building Design,LAB,R,1435,1525,30,0
ENVE 4105,A2O,Green Building Design,LAB,T,1435,1525,30,0
ENVE 4105,A3O,Green Building Design,LAB,M,935,1025,30,0
ENVE 4907,A,Engineering Project,OTH,,,,,0
ENVE 4918,A,Design Project,LEC,R,835,1025,204,0
ENVE 4918,A1,Design Project,PAN,WF,1435,1555,51,0
ERTH 1009,A,The Earth System Through Time,LEC,WF,1435,1555,98,0
ERTH 1009,AOD,The Earth System Through Time,VOD,,,,,0
ERTH 1009,L01,The Earth System Through Time,LAB,R,835,1125,24,0
ERTH 1009,L02,The Earth System Through Time,LAB,F,835,1125,24,0
ERTH 1009,L03,The Earth System Through Time,LAB,M,835,1125,24,0
ERTH 1009,L04,The Earth System Through Time,LAB,T,1135,1425,24,0
ERTH 1009,L05,The Earth System Through Time,LAB,T,1435,1725,24,0
ERTH 1009,L06,The Earth System Through Time,LAB,T,835,1125,24,0
ERTH 1009,L07,The Earth System Through Time,LAB,W,1805,2055,24,0
ERTH 1009,V,The Earth System Through Time,LEC,,,,,0
ERTH 1009,VOD,The Earth System Through Time,VOD,,,,,0
ERTH 1011,V,Evolution of the Earth,LEC,,,,,0
ERTH 1011,VOD,Evolution of the Earth,VOD,,,,,0
ERTH 2104,A,"Igneous Syst,Geochemistry&Proc",LEC,MW,1135,1225,48,0
ERTH 2104,A01,"Igneous Syst,Geochemistry&Proc",LAB,W,835,1125,24,0
ERTH 2104,A02,"Igneous Syst,Geochemistry&Proc",LAB,T,1135,1425,24,0
ERTH 2312,A,Paleontology,LEC,MW,1335,1425,63,0
ERTH 2312,A01,Paleontology,LAB,M,1435,1725,24,0
ERTH 2312,A02,Paleontology,LAB,F,835,1125,24,0
ERTH 2316,A,Paleoecology,LEC,MW,1335,1425,63,0
ERTH 2402,A,Climate Change: EarthSci Persp,LEC,R,1435,1725,148,0
ERTH 2403,A,Introduction to Oceanography,LEC,M,1435,1725,134,0
ERTH 2403,AOD,Introduction to Oceanography,VOD,,,,,0
ERTH 2403,V,Introduction to Oceanography,LEC,,,,,0
ERTH 2403,VOD,Introduction to Oceanography,VOD,,,,,0
ERTH 2404,A,Engineering Geoscience,LEC,TR,1005,1125,236,0
ERTH 2404,A1E,Engineering Geoscience,LAB,T,1805,2055,24,0
ERTH 2404,A1O,Engineering Geoscience,LAB,T,1805,2055,24,0
ERTH 2404,A2E,Engineering Geoscience,LAB,M,1805,2055,24,0
ERTH 2404,A2O,Engineering Geoscience,LAB,M,1805,2055,24,0
ERTH 2404,A3E,Engineering Geoscience,LAB,M,1435,1725,24,0
ERTH 2404,A3O,Engineering Geoscience,LAB,M,1435,1725,24,0
ERTH 2404,A4E,Engineering Geoscience,LAB,F,1135,1425,24,0
ERTH 2404,A4O,Engineering Geoscience,LAB,F,1135,1425,24,0
ERTH 2404,A5E,Engineering Geoscience,LAB,W,1135,1425,24,0
ERTH 2404,A5O,Engineering Geoscience,LAB,W,1135,1425,24,0
ERTH 2406,A,Geology and Map Interpretation,LEC,M,935,1125,48,0
ERTH 2406,A01,Geology and Map Interpretation,LAB,W,1435,1725,24,0
ERTH 2406,A02,Geology and Map Interpretation,LAB,W,1435,1725,24,0
ERTH 2802,A,Field Geology,FIE,,,,,0
ERTH 3002,A,Gemology,LEC,T,1135,1325,30,0
ERTH 3111,A,Mammalian Paleo. & Evolution,LEC,R,1435,1625,48,0
ERTH 3111,A01,Mammalian Paleo. & Evolution,LAB,F,1135,1425,24,0
ERTH 3112,A,Paleo. & Evol. of Lower Verteb,LEC,T,1805,1955,48,0
ERTH 3112,A01,Paleo. & Evol. of Lower Verteb,LAB,W,1805,2055,24,0
ERTH 3204,A,Mineral Deposits,LEC,M,1235,1425,48,0
ERTH 3204,A01,Mineral Deposits,LAB,M,1435,1725,30,0
ERTH 3204,A02,Mineral Deposits,LAB,F,835,1125,30,0
ERTH 3205,A,Physical Hydrogeology,LEC,F,1135,1325,48,0
ERTH 3205,A01,Physical Hydrogeology,LAB,F,1435,1725,24,0
ERTH 3205,A02,Physical Hydrogeology,LAB,F,1435,1725,24,0
ERTH 3806,A,Structural Geology,LEC,T,1435,1625,48,0
ERTH 3806,A01,Structural Geology,LAB,W,1135,1425,24,0
ERTH 3806,A02,Structural Geology,LAB,R,835,1125,24,0
ERTH 3999,A,Co-op Work Term,WRK,,,,,0
ERTH 4003,A,Directed Studies in Geology,DIR,,,,,0
ERTH 4003,C,Directed Studies in Geology,DIR,TR,1435,1555,30,0
ERTH 4005,A,Micropaleontology,LEC,T,835,1025,30,0
ERTH 4005,A01,Micropaleontology,LAB,W,1435,1725,30,0
ERTH 4303,A,Resources of the Earth,LEC,R,835,1125,48,0
ERTH 4403,A,Tectonic Evolution of Canada,LEC,,,,,0
ERTH 4801,A,Physics of the Earth,LEC,MW,1005,1125,30,0
ERTH 4807,A,Advanced Field Geology,FIE,,,,,0
ERTH 4908,A,Honours Thesis,IND,M,1335,1425,30,0
ERTH 4909,A,Research in Earth Sciences,REP,M,1335,1425,30,0
ESLA 1300,E,Intro ESL for Acad Purposes,SEM,WF,1135,1425,42,0
ESLA 1300,F,Intro ESL for Acad Purposes,SEM,TR,835,1125,35,0
ESLA 1300,G,Intro ESL for Acad Purposes,SEM,TR,835,1125,,0
ESLA 1500,F,Intermed ESL for Acad Purposes,SEM,MW,835,1125,42,0
ESLA 1500,G,Intermed ESL for Acad Purposes,SEM,MW,1435,1725,32,0
ESLA 1500,H,Intermed ESL for Acad Purposes,SEM,TR,1435,1725,39,0
ESLA 1500,I,Intermed ESL for Acad Purposes,SEM,TR,835,1125,42,0
ESLA 1500,J,Intermed ESL for Acad Purposes,SEM,MW,1805,2055,32,0
ESLA 1900,F,Adv ESL for Acad Purposes,SEM,MW,835,1125,39,0
ESLA 1900,G,Adv ESL for Acad Purposes,SEM,TR,1435,1725,32,0
ESLA 1900,H,Adv ESL for Acad Purposes,SEM,TR,835,1125,40,0
ESLA 1900,I,Adv ESL for Acad Purposes,SEM,WF,1435,1725,39,0
ESLA 1900,K,Adv ESL for Acad Purposes,SEM,MW,1805,2055,32,0
ESLA 1900,M,Adv ESL for Acad Purposes,SEM,MW,1135,1425,27,0
ESLA 1900,N,Adv ESL for Acad Purposes,SEM,MW,1435,1725,58,0
ESLA 1900,O,Adv ESL for Acad Purposes,SEM,TR,1805,2055,32,0
ESLA 1906,B,Adv ESL Writing for Spec Displ,SEM,W,1135,1425,32,0
ESPW 1000,A,ESP Workshop,WKS,T,835,1125,40,0
ESPW 1000,B,ESP Workshop,WKS,M,1135,1425,36,0
ESPW 1000,C,ESP Workshop,WKS,M,1135,1425,35,0
ESPW 1000,D,ESP Workshop,WKS,M,1435,1725,36,0
ESPW 1000,F,ESP Workshop,WKS,M,1805,2055,35,0
ESPW 1000,G,ESP Workshop,WKS,T,1135,1425,36,0
ESPW 1000,H,ESP Workshop,WKS,T,1435,1725,32,0
ESPW 1000,I,ESP Workshop,WKS,T,1435,1725,36,0
ESPW 1000,J,ESP Workshop,WKS,F,835,1125,42,0
ESPW 1000,K,ESP Workshop,WKS,W,835,1125,35,0
ESPW 1000,L,ESP Workshop,WKS,W,1135,1425,36,0
ESPW 1000,M,ESP Workshop,WKS,W,1435,1725,31,0
ESPW 1000,N,ESP Workshop,WKS,W,1435,1725,42,0
ESPW 1000,O,ESP Workshop,WKS,W,1805,2055,36,0
ESPW 1000,P,ESP Workshop,WKS,R,835,1125,36,0
ESPW 1000,P01,ESP Workshop,WKS,,,,,0
ESPW 1000,Q,ESP Workshop,WKS,R,1135,1425,36,0
ESPW 1000,R,ESP Workshop,WKS,R,1135,1425,32,0
ESPW 1000,S,ESP Workshop,WKS,R,1435,1725,36,0
ESPW 1000,S01,ESP Workshop,WKS,M,835,1125,35,0
ESPW 1000,T,ESP Workshop,WKS,R,1435,1725,35,0
ESPW 1000,U,ESP Workshop,WKS,R,1805,2055,35,0
ESPW 1000,V,ESP Workshop,WKS,T,1135,1425,35,0
ESPW 1000,W,ESP Workshop,WKS,W,1805,2055,35,0
ESPW 1000,X,ESP Workshop,WKS,F,1135,1425,35,0
ESPW 1000,Y,ESP Workshop,WKS,W,1135,1425,35,0
ESPW 1000,ZZ,ESP Workshop,WKS,M,835,1125,43,0
EURR 2002,A,Europe and Russia in the World,LEC,W,1235,1425,59,0
EURR 2002,A,Europe and Russia in the World,LEC,F,1335,1425,59,0
EURR 2002,AOD,Europe and Russia in the World,VOD,,,,,0
EURR 2002,V,Europe and Russia in the World,LEC,,,,,0
EURR 2002,VOD,Europe and Russia in the World,VOD,,,,,0
EURR 3002,A,Lit&Cultur in Russia&Eurasia,LEC,T,1435,1725,35,0
EURR 3999,A,Co-operative Work Term,WRK,,,,,0
EURR 4002,A,State-Soc Rel in Transition,SEM,T,1435,1725,55,0
EURR 4003,A,Soc./Pol. Perspectives in Euro,SEM,F,835,1125,15,0
EURR 4201,A,Spec Top in European Studies,SEM,M,835,1125,15,0
EURR 4202,A,Spec Top in Russian & Eurasian,SEM,W,1135,1425,31,0
EURR 4204,A,"Central Europe, Past & Present",SEM,T,1805,2055,58,0
EURR 4206,A,Internship & Appl Policy Skill,SEM,R,1805,2055,15,0
EURR 4900,A,Tutorial-Eur/Russ Studies,TUT,,,,,0
EURR 4901,A,Tutorial-Eur/Russ Studies,TUT,,,,,0
EURR 4902,A,Tutorial-Eur/Russ Studies,TUT,,,,,0
EURR 4908,A,Honours Essay,RES,,,,,0
FILM 1000,A,Introduction to Film Studies,FLM,R,1805,2055,387,0
FILM 1000,A01,Introduction to Film Studies,GRP,M,1805,1855,27,0
FILM 1000,A02,Introduction to Film Studies,GRP,M,1805,1855,27,0
FILM 1000,A03,Introduction to Film Studies,GRP,M,1805,1855,27,0
FILM 1000,A04,Introduction to Film Studies,GRP,M,1805,1855,32,0
FILM 1000,A05,Introduction to Film Studies,GRP,M,1805,1855,75,0
FILM 1000,A06,Introduction to Film Studies,GRP,F,1335,1425,40,0
FILM 1000,A07,Introduction to Film Studies,GRP,F,1335,1425,32,0
FILM 1000,A08,Introduction to Film Studies,GRP,F,1235,1325,28,0
FILM 1000,A09,Introduction to Film Studies,GRP,F,1235,1325,52,0
FILM 1000,A10,Introduction to Film Studies,GRP,F,1235,1325,75,0
FILM 1000,A11,Introduction to Film Studies,GRP,M,1905,1955,27,0
FILM 1000,A12,Introduction to Film Studies,GRP,M,1905,1955,32,0
FILM 1000,B,Introduction to Film Studies,FLM,T,835,1125,387,0
FILM 1000,B01,Introduction to Film Studies,GRP,W,835,925,27,0
FILM 1000,B02,Introduction to Film Studies,GRP,W,835,925,32,0
FILM 1000,B03,Introduction to Film Studies,GRP,W,1135,1225,69,0
FILM 1000,B04,Introduction to Film Studies,GRP,W,1135,1225,58,0
FILM 1000,B05,Introduction to Film Studies,GRP,W,1805,1855,27,0
FILM 1000,B06,Introduction to Film Studies,GRP,W,1805,1855,27,0
FILM 1000,B07,Introduction to Film Studies,GRP,R,1905,1955,52,0
FILM 1000,B08,Introduction to Film Studies,GRP,R,1905,1955,52,0
FILM 1000,B09,Introduction to Film Studies,GRP,W,1035,1125,58,0
FILM 1000,B10,Introduction to Film Studies,GRP,R,1905,1955,52,0
FILM 1000,B11,Introduction to Film Studies,GRP,W,1335,1425,42,0
FILM 1000,B12,Introduction to Film Studies,GRP,R,1335,1425,32,0
FILM 1000,PA2,Introduction to Film Studies,PAS,,,,,0
FILM 2000,A,Intro Film Theory & Analysis,SEM,R,1435,1525,75,0
FILM 2000,AF,Intro Film Theory & Analysis,FLM,W,1135,1425,75,0
FILM 2101,B,The Film Industry,LEC,R,1635,1725,52,0
FILM 2101,BF,The Film Industry,FLM,W,1805,2055,52,0
FILM 2209,A,The Canadian Cinema,LEC,W,935,1025,75,0
FILM 2209,AF,The Canadian Cinema,FLM,T,1135,1425,40,0
FILM 2401,B,The Film Maker,LEC,F,1235,1325,69,0
FILM 2401,BF,The Film Maker,FLM,R,1135,1425,52,0
FILM 2601,B,Film Genres,LEC,F,1135,1225,75,0
FILM 2601,BF,Film Genres,FLM,R,835,1125,75,0
FILM 2608,A,History of World Cinema,FLM,M,1135,1425,75,0
FILM 2608,A01,History of World Cinema,GRP,W,935,1025,27,0
FILM 2608,A02,History of World Cinema,GRP,T,935,1025,27,0
FILM 2608,A03,History of World Cinema,GRP,T,1035,1125,32,0
FILM 2608,A04,History of World Cinema,GRP,T,835,925,27,0
FILM 3301,B,Topics in Cinema and Gender,LEC,F,1235,1325,40,0
FILM 3301,BF,Topics in Cinema and Gender,FLM,W,835,1125,40,0
FILM 3505,A,Asp of Film History & Theory,FLM,W,1435,1725,75,0
FILM 3505,A1,Asp of Film History & Theory,GRP,R,1435,1525,52,0
FILM 3608,B,Topics in Film History,LEC,F,1335,1425,52,0
FILM 3608,BF,Topics in Film History,FLM,R,835,1125,40,0
FILM 3701,B,Animation/Experimental,LEC,T,1535,1625,52,0
FILM 3701,BF,Animation/Experimental,FLM,M,1135,1425,69,0
FILM 3808,B,Cinema and Technology,LEC,R,1535,1625,40,0
FILM 3808,BF,Cinema and Technology,FLM,T,835,1125,75,0
FILM 4002,B,Topics in Audio-Visual Culture,SEM,R,1435,1625,27,0
FILM 4002,BF,Topics in Audio-Visual Culture,FLM,M,1435,1725,32,0
FILM 4201,B,Topics in National Cinemas,SEM,T,1135,1325,27,0
FILM 4201,BF,Topics in National Cinemas,FLM,M,1135,1425,27,0
FILM 4800,B,Archival/Curatorial Practice,SEM,W,1035,1125,27,0
FILM 4800,BF,Archival/Curatorial Practice,FLM,T,1435,1725,27,0
FILM 4806,A,Practicum in Film Studies,PRC,,,,,0
FILM 4905,A,Independent Study,IND,,,,,0
FINS 3105,A,Written Comprehension II,LEC,MW,1305,1425,98,0
FINS 3105,AOD,Written Comprehension II,VOD,,,,,0
FINS 3105,V,Written Comprehension II,LEC,,,,,0
FINS 3105,VOD,Written Comprehension II,VOD,,,,,0
FINS 4802,A,Selected Topics in French B,OTH,,,,,0
FOOD 1001,A,Introduction to Food Science,LEC,TR,1435,1555,56,0
FOOD 3002,A,Food Analysis,LEC,TR,1005,1125,40,0
FOOD 3002,A1,Food Analysis,LAB,M,1435,1725,20,0
FOOD 3002,A2,Food Analysis,LAB,R,1135,1425,20,0
FOOD 3005,A,Food Microbiology,LEC,W,1805,2055,43,0
FOOD 3005,A1,Food Microbiology,LAB,M,835,1125,20,0
FOOD 3005,A2,Food Microbiology,LAB,W,835,1125,20,0
FOOD 4001,A,Food Quality Control,LEC,TR,1435,1555,40,0
FOOD 4201,A,Advanced Nutrition &Metabolism,LEC,W,1435,1725,19,0
FOOD 4202,A,Micronutrients and Health,LEC,,,,,0
FOOD 4907,A,Food Sci Nutri Hons Essay Rsrc,HON,,,,,0
FOOD 4908,A,Food Scien&Nutrition Rsrc Proj,HON,,,,,0
FREN 1001,B,Elementary French,LEC,TR,1005,1125,39,0
FREN 1001,C,Elementary French,LEC,TR,835,955,36,0
FREN 1001,D,Elementary French,LEC,TR,1135,1255,39,0
FREN 1001,Z,Elementary French,LEC,,,,,0
FREN 1002,B,Low Intermediate French,LEC,MWF,935,1125,55,0
FREN 1002,C,Low Intermediate French,LEC,TR,1605,1725,54,0
FREN 1002,D,Low Intermediate French,LEC,MW,1435,1555,42,0
FREN 1002,E,Low Intermediate French,LEC,TR,1435,1555,40,0
FREN 1002,F,Low Intermediate French,LEC,MW,835,955,36,0
FREN 1002,G,Low Intermediate French,LEC,M,1805,2055,39,0
FREN 1002,H,Low Intermediate French,LEC,TR,1135,1255,39,0
FREN 1002,I,Low Intermediate French,LEC,WF,1305,1425,32,0
FREN 1002,J,Low Intermediate French,LEC,MW,1805,1925,31,0
FREN 1002,K,Low Intermediate French,LEC,MW,1605,1725,39,0
FREN 1002,L,Low Intermediate French,LEC,MW,1435,1555,36,0
FREN 1002,M,Low Intermediate French,LEC,W,1805,2055,40,0
FREN 1002,Z,Low Intermediate French,LEC,,,,,0
FREN 1100,A,Intermediate French,LEC,TR,1435,1555,42,0
FREN 1100,B,Intermediate French,LEC,TR,1605,1725,48,0
FREN 1100,C,Intermediate French,LEC,MWF,935,1125,40,0
FREN 1100,D,Intermediate French,LEC,MW,1605,1725,40,0
FREN 1100,F,Intermediate French,LEC,MW,1435,1555,39,0
FREN 1100,G,Intermediate French,LEC,MW,1435,1555,40,0
FREN 1100,H,Intermediate French,LEC,W,1805,2055,39,0
FREN 1100,I,Intermediate French,LEC,WF,1135,1255,36,0
FREN 1100,J,Intermediate French,LEC,WF,835,955,39,0
FREN 1100,L,Intermediate French,LEC,R,1805,2055,40,0
FREN 1110,A,Written French I,LEC,MW,835,955,39,0
